51,51,64,64,51,51,51,64,51
0,51,64,0,51,41,0,64,51
51,0,64,64,0,51,51,0,41
51,51,0,80,64,0,64,80,0
0,64,80,0,51,51,0,80,64
0,0,0,0,0,0,0,0,0
0,0,80,0,0,51,0,0,0
0,64,0,0,64,0,0,100,0
51,0,64,64,0,51,41,0,51
0,0,64,0,0,41,0,0,0
0,0,0,0,0,0,0,0,0
51,0,0,80,0,0,0,0,0
41,51,0,64,51,0,51,64,0
0,51,0,0,51,0,0,0,0
41,0,0,64,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,51,64,0,41,51,0,64,51
0,0,0,0,0,0,0,0,0
0,0,64,0,0,0,0,0,41
0,51,0,0,0,0,0,80,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,51,0,0,51
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,41,0,0,64,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
64,0,80,80,0,64,51,0,51
0,0,80,0,0,0,0,0,51
0,0,0,0,0,0,0,0,0
64,0,0,100,0,0,64,0,0
0,0,100,0,0,64,0,0,64
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,80,0,0,51,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
51,41,0,64,51,0,51,64,0
0,41,0,0,0,0,0,64,0
51,0,0,0,0,0,51,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,51,0,0,80,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,64,0,0,41,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
